 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1,1,0,443.564,28.174,0,0.352,1.447,2.710,5.708,13.144,0.101
2,1,1,442.838,28.222,0,0.364,1.423,2.545,5.089,11.103,0.166
3,2,0,449.303,36.214,0,0.636,1.380,2.428,4.733,10.012,0.064
4,2,1,449.685,35.302,0,0.538,1.508,2.836,5.928,13.442,0.068
5,3,0,372.079,86.617,0,1.892,1.321,2.181,3.954,7.716,0.038
6,3,1,371.805,86.829,0,2.111,1.373,2.355,4.449,9.073,0.102
7,3,2,372.008,86.866,0,1.844,1.347,2.291,4.323,8.866,0.070
8,3,3,371.779,87.228,0,1.671,1.413,2.482,4.803,10.022,0.044
9,3,4,371.306,86.942,0,2.158,1.383,2.383,4.522,9.258,0.054
10,3,5,371.555,87.096,0,1.547,1.368,2.330,4.353,8.741,0.045
11,3,6,371.150,87.115,0,2.065,1.386,2.403,4.598,9.518,0.071
12,3,7,370.667,87.212,0,1.317,1.284,2.090,3.755,7.317,0.042
13,3,8,370.730,87.280,0,1.617,1.314,2.188,4.031,8.060,0.053
14,3,9,370.804,87.357,0,1.640,1.272,2.048,3.624,6.928,0.053
15,3,10,370.662,87.866,0,1.602,1.346,2.264,4.188,8.351,0.033
16,3,11,370.816,87.789,0,1.820,1.309,2.159,3.931,7.768,0.051
17,3,12,370.519,87.855,0,1.672,1.336,2.258,4.236,8.662,0.042
18,3,13,370.252,87.725,0,1.344,1.277,2.035,3.545,6.632,0.036
19,3,14,370.388,88.229,0,1.727,1.324,2.192,3.973,7.740,0.042
20,3,15,370.664,88.266,0,1.832,1.358,2.291,4.218,8.302,0.036
21,3,16,371.338,88.225,0,1.737,1.367,2.312,4.273,8.459,0.047
22,3,17,370.445,88.410,0,2.375,1.286,2.079,3.693,7.078,0.038
23,3,18,371.640,87.845,0,2.125,1.337,2.236,4.111,8.146,0.061
24,3,19,371.268,87.720,0,2.172,1.335,2.228,4.077,8.027,0.043
25,3,20,371.340,88.198,0,2.318,1.343,2.251,4.138,8.181,0.076
26,3,21,371.169,87.575,0,2.011,1.354,2.285,4.233,8.440,0.038
27,3,22,371.199,88.247,0,2.264,1.395,2.411,4.576,9.336,0.063
28,3,23,370.946,88.508,0,2.277,1.295,2.099,3.719,7.065,0.071
29,3,24,370.670,88.676,0,1.767,1.285,2.083,3.721,7.201,0.077
30,3,25,370.852,88.870,0,2.579,1.392,2.425,4.681,9.803,0.062
31,3,26,370.897,88.777,0,2.515,1.378,2.389,4.582,9.524,0.062
32,3,27,370.917,88.474,0,2.332,1.381,2.388,4.564,9.445,0.179
33,3,28,370.790,87.863,0,2.344,1.396,2.438,4.702,9.811,0.052
34,3,29,370.882,87.382,0,2.196,1.401,2.446,4.707,9.783,0.036
35,3,30,371.333,87.596,0,2.559,1.326,2.191,3.955,7.650,0.048
36,3,31,371.421,87.399,0,3.110,1.322,2.183,3.954,7.707,0.071
37,3,32,371.662,87.073,0,3.258,1.353,2.286,4.242,8.470,0.077
38,3,33,371.456,87.750,0,2.838,1.342,2.240,4.088,7.994,0.056
39,3,34,371.455,87.894,0,2.781,1.383,2.395,4.576,9.447,0.065
40,3,35,371.184,87.564,0,2.260,1.351,2.278,4.216,8.391,0.083
41,3,36,371.262,85.780,0,2.644,1.353,2.291,4.265,8.559,0.077
42,3,37,371.222,85.416,0,2.593,1.366,2.314,4.288,8.517,0.077
43,3,38,372.032,85.679,0,3.790,1.354,2.295,4.278,8.590,0.100
44,3,39,371.665,85.870,0,3.247,1.345,2.285,4.295,8.758,0.091
45,3,40,371.642,85.580,0,3.717,1.325,2.191,3.958,7.662,0.077
46,3,41,371.235,84.416,0,3.368,1.301,2.112,3.747,7.128,0.083
47,3,42,370.336,84.282,0,3.125,1.303,2.117,3.751,7.105,0.077
48,3,43,369.648,86.087,0,2.221,1.352,2.291,4.275,8.616,0.063
49,3,44,369.087,86.629,0,1.787,1.335,2.230,4.085,8.045,0.100
50,3,45,369.625,85.732,0,1.849,1.395,2.429,4.678,9.763,0.095
51,3,46,370.561,85.420,0,2.997,1.347,2.262,4.162,8.239,0.091
52,3,47,370.785,85.234,0,3.356,1.360,2.323,4.376,8.921,0.077
53,3,48,369.252,84.909,0,2.676,1.418,2.500,4.850,10.140,0.083
54,3,49,369.320,84.699,0,2.755,1.341,2.246,4.115,8.089,0.067
55,3,50,369.035,84.743,0,2.577,1.424,2.543,5.030,10.772,0.077
56,3,51,369.093,85.366,0,2.374,1.398,2.445,4.720,9.844,0.067
57,3,52,369.617,85.139,0,2.255,1.453,2.630,5.261,11.379,0.059
58,3,53,369.636,84.178,0,3.081,1.364,2.319,4.337,8.739,0.083
59,3,54,370.232,83.962,0,3.724,1.372,2.358,4.472,9.165,0.091
60,3,55,370.404,83.246,0,5.160,1.312,2.146,3.834,7.337,0.083
